,transaction_id,client_id,transaction_amount,transaction_date,counterparty_id,counterparty_country,credit_debit,transaction_type
726,T00727,C0969,137.03,2024-09-27T00:00:00,CP17338,Spain,debit,internal transfer
727,T00728,C0627,2089.87,2024-02-11T00:00:00,CP48408,Finland,debit,wire
728,T00729,C0645,1865.52,2024-06-13T00:00:00,CP17120,Italy,credit,online payment
729,T00730,C0465,1047.79,2024-03-31T00:00:00,CP92514,Iran,debit,online payment
730,T00731,C0535,436.06,2024-10-25T00:00:00,CP68106,Netherlands,credit,wire
731,T00732,C0658,1059.12,2024-03-14T00:00:00,CP16592,Finland,debit,wire
732,T00733,C0748,918.87,2024-11-22T00:00:00,CP46673,Italy,debit,wire
733,T00734,C0277,33.92,2024-09-10T00:00:00,CP67756,Germany,credit,online payment
734,T00735,C0454,1826.77,2024-07-19T00:00:00,CP31274,Denmark,credit,wire
735,T00736,C0060,2505.73,2024-08-17T00:00:00,CP28314,Denmark,credit,wire
736,T00737,C0744,1032.41,2024-07-29T00:00:00,CP98000,France,credit,wire
737,T00738,C0134,1814.23,2024-06-25T00:00:00,CP12550,Italy,debit,cash
738,T00739,C0569,3205.59,2024-09-08T00:00:00,CP91971,France,credit,internal transfer
739,T00740,C0846,1285.44,2024-07-15T00:00:00,CP16251,Venezuela,debit,wire
740,T00741,C0165,1666.76,2024-11-04T00:00:00,CP18754,Austria,credit,internal transfer
741,T00742,C0788,3007.81,2024-01-12T00:00:00,CP62072,Finland,debit,wire
742,T00743,C0960,1484.6,2024-09-30T00:00:00,CP44445,Norway,credit,wire
743,T00744,C0069,7033.01,2024-04-11T00:00:00,CP36563,Spain,debit,cash
744,T00745,C0465,528.23,2024-03-08T00:00:00,CP51182,Italy,debit,cash
745,T00746,C0367,2509.96,2024-03-28T00:00:00,CP36557,Austria,debit,wire
746,T00747,C0354,4949.58,2024-07-24T00:00:00,CP24249,Switzerland,credit,wire
747,T00748,C0479,1573.53,2024-02-10T00:00:00,CP70850,Germany,credit,wire
748,T00749,C0011,458.62,2024-03-25T00:00:00,CP98871,Norway,credit,internal transfer
749,T00750,C0105,163.71,2024-03-24T00:00:00,CP10060,Belgium,credit,wire
750,T00751,C0389,238.96,2024-08-04T00:00:00,CP41191,Italy,debit,internal transfer
751,T00752,C0845,1440.19,2024-12-08T00:00:00,CP51648,Venezuela,debit,cash
752,T00753,C0136,1261.2,2024-10-06T00:00:00,CP85161,Austria,debit,internal transfer
753,T00754,C1000,846.13,2024-03-03T00:00:00,CP34954,Norway,credit,wire
754,T00755,C0224,1186.57,2024-12-07T00:00:00,CP81458,Switzerland,debit,cash
755,T00756,C0304,733.73,2024-10-30T00:00:00,CP16446,Sweden,debit,online payment
756,T00757,C0744,6500.62,2024-10-23T00:00:00,CP52339,France,credit,cash
757,T00758,C0049,303.63,2024-07-21T00:00:00,CP48537,Germany,credit,online payment
758,T00759,C0523,87.91,2024-02-18T00:00:00,CP66512,Sweden,debit,internal transfer
759,T00760,C0283,670.28,2024-01-28T00:00:00,CP40999,Germany,credit,cash
760,T00761,C0463,458.55,2024-05-08T00:00:00,CP23318,Spain,credit,cash
761,T00762,C0408,1271.26,2024-02-25T00:00:00,CP28582,Finland,credit,cash
762,T00763,C0927,1244.28,2024-09-12T00:00:00,CP97461,Netherlands,credit,internal transfer
763,T00764,C0526,373.43,2024-04-05T00:00:00,CP19853,Germany,debit,wire
764,T00765,C0015,3591.03,2024-11-23T00:00:00,CP22093,Spain,debit,internal transfer
765,T00766,C0900,1352.88,2024-10-28T00:00:00,CP80286,Denmark,debit,cash
766,T00767,C0848,402.74,2024-11-17T00:00:00,CP35347,Germany,debit,wire
767,T00768,C0268,1465.54,2024-08-02T00:00:00,CP32494,Switzerland,debit,cash
768,T00769,C0587,1579.87,2024-09-08T00:00:00,CP89494,Belgium,credit,cash
769,T00770,C0449,532.79,2024-08-06T00:00:00,CP40360,Sweden,debit,online payment
770,T00771,C0896,3458.07,2024-05-04T00:00:00,CP25071,Austria,debit,cash
771,T00772,C0869,1448.45,2024-10-05T00:00:00,CP99329,Bulgaria,credit,internal transfer
772,T00773,C0327,1049.93,2024-06-22T00:00:00,CP40003,Spain,credit,internal transfer
773,T00774,C0587,2774.76,2024-01-12T00:00:00,CP74595,Switzerland,credit,internal transfer
774,T00775,C0805,2426.83,2024-10-05T00:00:00,CP93447,Italy,debit,wire
775,T00776,C0439,1030.94,2024-03-01T00:00:00,CP69450,Finland,credit,online payment
776,T00777,C0490,2408.69,2024-07-25T00:00:00,CP75072,Denmark,credit,online payment
777,T00778,C0242,4611.43,2024-09-22T00:00:00,CP29207,France,credit,cash
778,T00779,C0881,3144.32,2024-07-05T00:00:00,CP10295,Germany,debit,cash
779,T00780,C0386,1555.76,2024-02-13T00:00:00,CP96364,Switzerland,credit,online payment
780,T00781,C0861,374.93,2024-04-24T00:00:00,CP92467,Netherlands,credit,wire
781,T00782,C0358,794.67,2024-03-22T00:00:00,CP21296,Lao People's Democratic Republic,debit,internal transfer
782,T00783,C0403,2271.05,2024-12-03T00:00:00,CP57977,Germany,credit,cash
783,T00784,C0016,3003.74,2024-10-03T00:00:00,CP68626,France,debit,online payment
784,T00785,C0960,221.64,2024-05-15T00:00:00,CP63075,Norway,debit,wire
785,T00786,C0584,325.84,2024-02-07T00:00:00,CP78529,Austria,credit,internal transfer
786,T00787,C0667,2940.14,2024-03-30T00:00:00,CP19535,Italy,debit,cash
787,T00788,C0585,298.73,2024-10-17T00:00:00,CP62157,Norway,credit,internal transfer
788,T00789,C0993,1220.28,2024-10-31T00:00:00,CP15168,Austria,credit,internal transfer
789,T00790,C0571,1786.29,2024-12-15T00:00:00,CP45195,Switzerland,credit,online payment
790,T00791,C0241,1124.1,2024-11-07T00:00:00,CP81022,Belgium,credit,online payment
791,T00792,C0296,3058.94,2024-01-09T00:00:00,CP30753,Finland,debit,internal transfer
792,T00793,C0130,4454.52,2024-01-20T00:00:00,CP53369,Austria,credit,internal transfer
793,T00794,C0818,69.0,2024-11-05T00:00:00,CP40120,Italy,credit,cash
794,T00795,C0679,3687.33,2024-08-09T00:00:00,CP88410,Austria,credit,wire
795,T00796,C0734,2351.46,2024-09-16T00:00:00,CP48255,Austria,debit,wire
796,T00797,C0664,278.5,2024-11-06T00:00:00,CP54265,Italy,debit,internal transfer
797,T00798,C0867,2659.26,2024-09-19T00:00:00,CP82553,Mozambique,credit,online payment
798,T00799,C0645,136.59,2024-02-13T00:00:00,CP47167,Norway,debit,wire
799,T00800,C0356,1202.46,2024-10-06T00:00:00,CP76523,Finland,debit,internal transfer
800,T00801,C0469,6563.1,2024-01-19T00:00:00,CP95830,Denmark,credit,online payment
801,T00802,C0452,192.29,2024-04-01T00:00:00,CP40838,Italy,credit,cash
802,T00803,C0917,1570.39,2024-08-17T00:00:00,CP61183,Netherlands,credit,wire
803,T00804,C0490,436.28,2024-12-02T00:00:00,CP34479,Germany,credit,cash
804,T00805,C0027,5433.31,2024-08-19T00:00:00,CP46031,Belgium,credit,online payment
805,T00806,C0390,3030.51,2024-11-10T00:00:00,CP18320,Switzerland,debit,internal transfer
806,T00807,C0737,1976.75,2024-08-24T00:00:00,CP74867,Italy,credit,cash
807,T00808,C0626,1519.42,2024-07-15T00:00:00,CP81037,Netherlands,credit,internal transfer
808,T00809,C0154,3890.15,2024-10-21T00:00:00,CP67208,Germany,credit,wire
809,T00810,C0518,1375.23,2024-03-19T00:00:00,CP26972,Finland,credit,cash
810,T00811,C0328,1451.82,2024-04-10T00:00:00,CP74737,Germany,credit,wire
811,T00812,C0768,77.86,2024-11-25T00:00:00,CP79748,Denmark,debit,wire
812,T00813,C0326,2288.66,2024-01-01T00:00:00,CP62244,Finland,credit,wire
813,T00814,C0659,412.17,2024-11-16T00:00:00,CP41127,Belgium,debit,wire
814,T00815,C0378,106.53,2024-05-17T00:00:00,CP13918,Austria,credit,wire
815,T00816,C0680,4502.2,2024-07-03T00:00:00,CP61138,Switzerland,credit,online payment
816,T00817,C0391,2601.62,2024-06-18T00:00:00,CP99864,Sweden,credit,cash
817,T00818,C0468,1684.19,2024-01-16T00:00:00,CP98212,Norway,debit,internal transfer
818,T00819,C0128,367.65,2024-10-04T00:00:00,CP33056,Norway,credit,internal transfer
819,T00820,C0798,2744.57,2024-07-10T00:00:00,CP45169,Norway,credit,online payment
820,T00821,C0258,403.15,2024-09-25T00:00:00,CP61534,Netherlands,credit,internal transfer
821,T00822,C0472,1800.81,2024-04-10T00:00:00,CP28396,Belgium,credit,internal transfer
822,T00823,C0362,3502.79,2024-11-09T00:00:00,CP48556,Italy,credit,internal transfer
823,T00824,C0191,2033.89,2024-11-20T00:00:00,CP27445,Spain,credit,cash
824,T00825,C0700,1521.58,2024-10-21T00:00:00,CP45291,Switzerland,credit,internal transfer
825,T00826,C0809,993.14,2024-04-23T00:00:00,CP35502,Spain,debit,cash
826,T00827,C0560,6461.63,2024-10-20T00:00:00,CP23513,Austria,credit,internal transfer
827,T00828,C0349,1038.06,2024-05-13T00:00:00,CP20434,Austria,credit,internal transfer
828,T00829,C0701,2282.18,2024-06-16T00:00:00,CP34458,Lao People's Democratic Republic,credit,cash
829,T00830,C0546,2866.76,2024-09-04T00:00:00,CP33317,Norway,debit,online payment
830,T00831,C0936,5801.73,2024-07-18T00:00:00,CP31978,Sweden,debit,internal transfer
831,T00832,C0992,1713.42,2024-07-25T00:00:00,CP87217,Switzerland,credit,wire
832,T00833,C0227,4054.98,2024-04-23T00:00:00,CP55000,Austria,debit,wire
833,T00834,C0543,1872.67,2024-12-17T00:00:00,CP58503,Sweden,credit,online payment
834,T00835,C0105,506.06,2024-09-15T00:00:00,CP23921,South Sudan,credit,wire
835,T00836,C0574,2480.0,2024-07-08T00:00:00,CP57946,Spain,debit,cash
836,T00837,C0027,6057.68,2024-09-07T00:00:00,CP78017,Austria,credit,internal transfer
837,T00838,C0270,6258.94,2024-10-13T00:00:00,CP52516,Namibia,debit,internal transfer
838,T00839,C0017,1882.62,2024-09-06T00:00:00,CP99142,Finland,debit,internal transfer
839,T00840,C0295,3484.36,2024-04-24T00:00:00,CP10996,Netherlands,debit,internal transfer
840,T00841,C0199,732.35,2024-11-15T00:00:00,CP25725,Sweden,credit,wire
841,T00842,C0899,2250.49,2024-09-19T00:00:00,CP85623,Yemen,credit,wire
842,T00843,C0077,5216.01,2024-02-27T00:00:00,CP73074,Sweden,credit,wire
843,T00844,C0614,1324.26,2024-01-25T00:00:00,CP36102,Denmark,credit,cash
844,T00845,C0535,3579.82,2024-06-19T00:00:00,CP86280,Belgium,credit,wire
845,T00846,C0242,627.05,2024-01-20T00:00:00,CP21273,Austria,credit,wire
846,T00847,C0859,905.82,2024-07-20T00:00:00,CP50315,Germany,credit,internal transfer
847,T00848,C0091,786.81,2024-08-20T00:00:00,CP24093,Denmark,debit,wire
848,T00849,C0335,3515.87,2024-04-13T00:00:00,CP24053,Spain,credit,online payment
849,T00850,C0222,2610.77,2024-07-06T00:00:00,CP91183,Finland,credit,online payment
850,T00851,C0908,482.79,2024-08-02T00:00:00,CP72371,Italy,credit,internal transfer
851,T00852,C0746,3739.99,2024-09-25T00:00:00,CP22763,Finland,debit,wire
852,T00853,C0244,3206.95,2024-08-17T00:00:00,CP51591,Norway,debit,online payment
853,T00854,C0047,32.37,2024-11-13T00:00:00,CP44832,Denmark,debit,online payment
854,T00855,C0976,3749.48,2024-12-22T00:00:00,CP94320,Netherlands,credit,cash
855,T00856,C0822,231.06,2024-02-14T00:00:00,CP14612,Spain,debit,internal transfer
856,T00857,C0795,873.48,2024-08-21T00:00:00,CP60191,Austria,debit,online payment
857,T00858,C0631,1506.7,2024-03-03T00:00:00,CP87559,Democratic Republic of the Congo,credit,online payment
858,T00859,C0537,1280.68,2024-01-31T00:00:00,CP89307,Germany,credit,internal transfer
859,T00860,C0751,3602.56,2024-09-01T00:00:00,CP10881,Sweden,credit,wire
860,T00861,C0279,895.66,2024-04-30T00:00:00,CP77404,Spain,debit,internal transfer
861,T00862,C0540,1632.01,2024-06-27T00:00:00,CP62716,Sweden,credit,cash
862,T00863,C0167,4417.92,2024-06-18T00:00:00,CP83060,Belgium,credit,cash
863,T00864,C0829,4881.23,2024-08-07T00:00:00,CP64536,Belgium,credit,cash
864,T00865,C0060,6226.6,2024-10-25T00:00:00,CP76380,Finland,credit,online payment
865,T00866,C0426,3143.28,2024-08-18T00:00:00,CP80636,Germany,credit,wire
866,T00867,C0453,655.73,2024-03-26T00:00:00,CP28116,Spain,credit,cash
867,T00868,C0505,2449.04,2024-09-18T00:00:00,CP54208,Spain,debit,internal transfer
868,T00869,C0759,4473.05,2024-05-23T00:00:00,CP80955,Denmark,credit,cash
869,T00870,C0648,829.63,2024-10-28T00:00:00,CP65307,Denmark,debit,online payment
870,T00871,C0988,904.2,2024-06-11T00:00:00,CP90432,Finland,debit,cash
871,T00872,C0295,391.48,2024-03-06T00:00:00,CP49916,Germany,credit,wire
872,T00873,C0981,1905.82,2024-03-01T00:00:00,CP20876,Norway,debit,cash
873,T00874,C0832,2362.99,2024-06-19T00:00:00,CP13328,Italy,debit,wire
874,T00875,C0140,5393.46,2024-01-04T00:00:00,CP15164,Sweden,debit,wire
875,T00876,C0044,339.07,2024-06-06T00:00:00,CP58824,Germany,credit,internal transfer
876,T00877,C0655,521.62,2024-11-27T00:00:00,CP40420,Belgium,debit,wire
877,T00878,C0075,6362.26,2024-03-08T00:00:00,CP94233,Norway,debit,online payment
878,T00879,C0899,3495.3,2024-02-29T00:00:00,CP52726,Finland,debit,online payment
879,T00880,C0890,763.62,2024-04-16T00:00:00,CP10730,France,debit,wire
880,T00881,C0332,830.82,2024-01-18T00:00:00,CP78391,Italy,credit,wire
881,T00882,C0209,2007.07,2024-08-05T00:00:00,CP82816,Netherlands,credit,cash
882,T00883,C0756,402.15,2024-02-21T00:00:00,CP47212,Norway,debit,cash
883,T00884,C0311,669.16,2024-09-23T00:00:00,CP78785,Spain,credit,internal transfer
884,T00885,C0632,965.99,2024-10-27T00:00:00,CP91259,Italy,credit,cash
885,T00886,C0734,1349.16,2024-09-12T00:00:00,CP39109,Finland,debit,online payment
886,T00887,C0434,1192.06,2024-11-22T00:00:00,CP67811,Spain,credit,cash
887,T00888,C0737,5969.88,2024-11-25T00:00:00,CP64169,Belgium,credit,internal transfer
888,T00889,C0154,2747.94,2024-03-07T00:00:00,CP58010,Norway,debit,internal transfer
889,T00890,C0867,1448.51,2024-12-26T00:00:00,CP31981,Switzerland,debit,wire
890,T00891,C0942,920.37,2024-04-17T00:00:00,CP19121,Belgium,credit,internal transfer
891,T00892,C0539,492.92,2024-03-29T00:00:00,CP81219,South Sudan,credit,wire
892,T00893,C0828,3389.51,2024-03-09T00:00:00,CP34959,Switzerland,credit,online payment
893,T00894,C0857,129.96,2024-04-12T00:00:00,CP89505,Switzerland,credit,online payment
894,T00895,C0147,4218.38,2024-11-26T00:00:00,CP10928,Switzerland,debit,cash
895,T00896,C0642,727.31,2024-02-17T00:00:00,CP17731,Switzerland,debit,internal transfer
896,T00897,C0387,2681.09,2024-02-16T00:00:00,CP78103,Netherlands,debit,online payment
897,T00898,C0251,1073.55,2024-09-07T00:00:00,CP30991,France,debit,wire
898,T00899,C0209,2528.47,2024-08-25T00:00:00,CP55220,Denmark,debit,internal transfer
899,T00900,C0025,1520.77,2024-08-29T00:00:00,CP62956,Switzerland,credit,internal transfer
900,T00901,C0532,2449.49,2024-12-06T00:00:00,CP69772,Switzerland,credit,wire
901,T00902,C0182,3092.2,2024-06-28T00:00:00,CP72924,Sweden,debit,internal transfer
902,T00903,C0476,773.82,2024-07-04T00:00:00,CP83667,Denmark,debit,internal transfer
903,T00904,C0643,617.49,2024-03-10T00:00:00,CP59664,Finland,debit,online payment
904,T00905,C0159,3971.72,2024-01-17T00:00:00,CP52655,France,credit,wire
905,T00906,C0146,1927.87,2024-09-18T00:00:00,CP97789,Finland,credit,online payment
906,T00907,C0760,1208.71,2024-12-02T00:00:00,CP82587,Norway,credit,wire
907,T00908,C0247,2615.38,2024-07-19T00:00:00,CP16959,Austria,debit,cash
908,T00909,C0563,4065.58,2024-08-13T00:00:00,CP25850,Austria,debit,internal transfer
909,T00910,C0661,1265.13,2024-02-02T00:00:00,CP69921,Monaco,debit,internal transfer
910,T00911,C0704,484.32,2024-08-14T00:00:00,CP38478,Austria,debit,online payment
911,T00912,C0949,1662.45,2024-10-25T00:00:00,CP34398,Finland,debit,internal transfer
912,T00913,C0980,3638.6,2024-01-15T00:00:00,CP52706,Italy,credit,internal transfer
913,T00914,C0187,378.8,2024-10-22T00:00:00,CP84301,Norway,debit,online payment
914,T00915,C0932,1908.03,2024-07-29T00:00:00,CP32438,Finland,credit,online payment
915,T00916,C0979,212.52,2024-08-06T00:00:00,CP52854,Germany,credit,wire
916,T00917,C0674,3846.48,2024-02-08T00:00:00,CP93932,Switzerland,credit,cash
917,T00918,C0311,539.09,2024-10-08T00:00:00,CP28857,Denmark,credit,online payment
918,T00919,C0243,4540.36,2024-06-15T00:00:00,CP95631,Belgium,credit,wire
919,T00920,C0373,2424.48,2024-05-05T00:00:00,CP85707,Italy,debit,online payment
920,T00921,C0877,4498.5,2024-04-14T00:00:00,CP51969,Netherlands,debit,wire
921,T00922,C0570,5616.72,2024-05-16T00:00:00,CP64771,Netherlands,debit,cash
922,T00923,C0126,1343.18,2024-11-26T00:00:00,CP70689,Austria,credit,wire
923,T00924,C0755,2722.5,2024-09-09T00:00:00,CP38687,Netherlands,credit,wire
924,T00925,C0166,3303.04,2024-05-28T00:00:00,CP42392,Italy,credit,internal transfer
925,T00926,C0965,39.51,2024-06-19T00:00:00,CP44214,Venezuela,credit,online payment
926,T00927,C0887,585.78,2024-09-12T00:00:00,CP90112,Denmark,credit,wire
927,T00928,C0733,2582.18,2024-04-02T00:00:00,CP68566,France,credit,online payment
928,T00929,C0619,3484.44,2024-10-25T00:00:00,CP67513,Spain,debit,wire
929,T00930,C0003,413.54,2024-03-30T00:00:00,CP67690,Sweden,credit,internal transfer
930,T00931,C0072,353.69,2024-06-18T00:00:00,CP42307,Netherlands,credit,internal transfer
931,T00932,C0683,4626.74,2024-08-27T00:00:00,CP79074,Norway,debit,cash
932,T00933,C0933,1377.12,2024-02-27T00:00:00,CP38080,Norway,credit,wire
933,T00934,C0503,2461.45,2024-06-16T00:00:00,CP28124,Italy,debit,internal transfer
934,T00935,C0594,6041.52,2024-09-22T00:00:00,CP41854,France,debit,online payment
935,T00936,C0134,323.25,2024-12-11T00:00:00,CP22917,France,debit,wire
936,T00937,C0138,3152.33,2024-07-22T00:00:00,CP17115,Austria,credit,wire
937,T00938,C0562,417.6,2024-01-20T00:00:00,CP15828,Denmark,debit,cash
938,T00939,C0272,2862.56,2024-09-07T00:00:00,CP89505,Norway,debit,online payment
939,T00940,C0831,5617.74,2024-08-26T00:00:00,CP77977,France,credit,cash
940,T00941,C0516,1410.1,2024-10-18T00:00:00,CP67458,France,debit,wire
941,T00942,C0358,2301.48,2024-12-20T00:00:00,CP58784,Finland,credit,cash
942,T00943,C0684,1444.47,2024-04-04T00:00:00,CP41037,Switzerland,credit,wire
943,T00944,C0653,1531.39,2024-02-01T00:00:00,CP15300,Austria,debit,wire
944,T00945,C0207,34.98,2024-06-03T00:00:00,CP40970,Austria,credit,cash
945,T00946,C0945,981.56,2024-02-11T00:00:00,CP85060,France,credit,cash
946,T00947,C0876,3162.17,2024-06-13T00:00:00,CP24349,Spain,debit,wire
947,T00948,C0472,137.43,2024-03-24T00:00:00,CP37531,Sweden,debit,cash
948,T00949,C0893,2603.6,2024-02-17T00:00:00,CP12993,Austria,debit,cash
949,T00950,C0798,323.19,2024-10-22T00:00:00,CP31951,France,debit,wire
950,T00951,C0798,5230.81,2024-10-27T00:00:00,CP55645,Austria,credit,online payment
951,T00952,C0680,48.65,2024-06-04T00:00:00,CP36062,Bolivia,debit,cash
952,T00953,C0490,649.2,2024-09-18T00:00:00,CP35277,Norway,debit,cash
953,T00954,C0059,1893.91,2024-04-10T00:00:00,CP10643,Switzerland,debit,internal transfer
954,T00955,C0591,1074.29,2024-08-28T00:00:00,CP20832,Netherlands,credit,online payment
955,T00956,C0216,2321.66,2024-09-12T00:00:00,CP22180,Belgium,credit,cash
956,T00957,C0624,6847.78,2024-03-15T00:00:00,CP62142,Germany,credit,wire
957,T00958,C0050,2006.37,2024-03-18T00:00:00,CP25146,Netherlands,credit,internal transfer
958,T00959,C0213,342.54,2024-12-17T00:00:00,CP70338,Germany,credit,internal transfer
959,T00960,C0420,1256.79,2024-12-04T00:00:00,CP28302,Denmark,debit,internal transfer
960,T00961,C0055,244.71,2024-12-10T00:00:00,CP21696,Sweden,credit,cash
961,T00962,C0119,239.17,2024-07-25T00:00:00,CP23697,Denmark,credit,wire
962,T00963,C0133,4890.26,2024-01-22T00:00:00,CP25854,Italy,credit,internal transfer
963,T00964,C0633,2557.9,2024-08-16T00:00:00,CP27824,Italy,debit,online payment
964,T00965,C0741,839.96,2024-09-27T00:00:00,CP67361,Sweden,debit,internal transfer
965,T00966,C0955,571.83,2024-11-14T00:00:00,CP38061,Austria,credit,internal transfer
966,T00967,C0038,695.18,2024-04-08T00:00:00,CP66550,Netherlands,debit,online payment
967,T00968,C0390,822.91,2024-10-01T00:00:00,CP11757,Italy,credit,internal transfer
968,T00969,C0677,394.07,2024-11-29T00:00:00,CP97181,Denmark,debit,internal transfer
969,T00970,C0831,717.54,2024-09-23T00:00:00,CP23582,France,debit,online payment
970,T00971,C0154,2890.9,2024-05-24T00:00:00,CP33086,Spain,credit,cash
971,T00972,C0103,188.84,2024-01-12T00:00:00,CP83188,Austria,debit,online payment
972,T00973,C0700,1004.34,2024-09-25T00:00:00,CP28430,Denmark,credit,cash
973,T00974,C0945,822.43,2024-01-05T00:00:00,CP85553,Denmark,credit,cash
974,T00975,C0681,790.95,2024-03-09T00:00:00,CP29677,Italy,credit,cash
975,T00976,C0611,675.74,2024-03-06T00:00:00,CP12243,France,debit,online payment
976,T00977,C0861,3465.9,2024-04-09T00:00:00,CP58067,Denmark,debit,online payment
977,T00978,C0991,861.49,2024-07-13T00:00:00,CP18653,Sweden,credit,cash
978,T00979,C0830,2710.46,2024-12-01T00:00:00,CP10162,Italy,credit,online payment
979,T00980,C0825,5338.64,2024-12-07T00:00:00,CP84562,Belgium,debit,cash
980,T00981,C0611,846.97,2024-12-21T00:00:00,CP86475,France,credit,online payment
981,T00982,C0509,3468.8,2024-02-19T00:00:00,CP39997,Germany,debit,wire
982,T00983,C0993,1209.3,2024-03-13T00:00:00,CP46105,Sweden,debit,online payment
983,T00984,C0196,1102.82,2024-07-02T00:00:00,CP82049,Spain,debit,online payment
984,T00985,C0335,1551.49,2024-07-17T00:00:00,CP50231,Sweden,credit,online payment
985,T00986,C0781,5154.57,2024-04-18T00:00:00,CP13544,Sweden,credit,cash
986,T00987,C0266,5677.89,2024-03-20T00:00:00,CP13361,Switzerland,debit,cash
987,T00988,C0145,9230.44,2024-01-28T00:00:00,CP65372,Sweden,credit,wire
988,T00989,C0127,898.28,2024-03-23T00:00:00,CP72824,Finland,credit,wire
989,T00990,C0237,1630.76,2024-05-22T00:00:00,CP17904,Sweden,debit,internal transfer
990,T00991,C0171,1827.92,2024-02-01T00:00:00,CP68079,Finland,debit,wire
991,T00992,C0737,2557.02,2024-02-13T00:00:00,CP66521,Germany,credit,cash
992,T00993,C0437,3960.49,2024-01-12T00:00:00,CP64046,Denmark,debit,wire
993,T00994,C0234,278.5,2024-05-24T00:00:00,CP79605,Belgium,credit,wire
994,T00995,C0666,5806.4,2024-02-24T00:00:00,CP54877,Switzerland,debit,online payment
995,T00996,C0328,605.08,2024-03-22T00:00:00,CP99712,Italy,debit,wire
996,T00997,C0647,2054.67,2024-04-23T00:00:00,CP47415,Finland,credit,internal transfer
997,T00998,C0034,574.56,2024-03-04T00:00:00,CP12209,Italy,credit,online payment
998,T00999,C0631,902.56,2024-07-26T00:00:00,CP75062,Italy,credit,cash
999,T01000,C0578,4911.63,2024-11-23T00:00:00,CP69175,Netherlands,credit,internal transfer
1000,T01001,C0378,1100.48,2024-06-06T00:00:00,CP91645,Denmark,credit,cash
1001,T01002,C0067,926.89,2024-10-29T00:00:00,CP98744,France,debit,internal transfer
1002,T01003,C0798,12469.15,2024-07-09T00:00:00,CP47361,Belgium,debit,online payment
1003,T01004,C0436,3709.47,2024-05-06T00:00:00,CP42935,Sweden,credit,internal transfer
1004,T01005,C0492,3685.0,2024-03-11T00:00:00,CP42912,Netherlands,debit,internal transfer
1005,T01006,C0473,1138.98,2024-02-26T00:00:00,CP15783,Denmark,credit,wire
1006,T01007,C0569,122.47,2024-03-01T00:00:00,CP77394,Italy,debit,cash
1007,T01008,C0126,79.0,2024-01-14T00:00:00,CP64076,Bulgaria,debit,online payment
1008,T01009,C0568,522.34,2024-08-18T00:00:00,CP62250,Denmark,credit,internal transfer
1009,T01010,C0283,2883.14,2024-02-16T00:00:00,CP74092,Belgium,credit,cash
1010,T01011,C0166,1102.62,2024-01-22T00:00:00,CP81352,Belgium,credit,cash
1011,T01012,C0014,1454.86,2024-12-09T00:00:00,CP58004,Belgium,debit,wire
1012,T01013,C0459,227.24,2024-10-30T00:00:00,CP13995,Finland,credit,cash
1013,T01014,C0890,2544.45,2024-06-24T00:00:00,CP17969,Spain,credit,online payment
1014,T01015,C0475,176.43,2024-09-17T00:00:00,CP15564,Sweden,credit,wire
1015,T01016,C0419,1206.48,2024-05-06T00:00:00,CP17062,Switzerland,credit,internal transfer
1016,T01017,C0474,2493.91,2024-06-19T00:00:00,CP20447,Austria,credit,online payment
1017,T01018,C0993,97.96,2024-05-27T00:00:00,CP57332,Italy,credit,online payment
1018,T01019,C0994,1513.0,2024-05-21T00:00:00,CP74491,Netherlands,debit,online payment
1019,T01020,C0308,445.02,2024-07-24T00:00:00,CP32935,Venezuela,debit,wire
1020,T01021,C0117,2435.23,2024-01-13T00:00:00,CP12284,France,debit,cash
1021,T01022,C0579,1142.2,2024-06-27T00:00:00,CP79689,Denmark,debit,online payment
1022,T01023,C0881,1502.07,2024-06-30T00:00:00,CP68565,Senegal,credit,cash
1023,T01024,C0437,2430.79,2024-11-01T00:00:00,CP43260,France,credit,cash
1024,T01025,C0509,60.27,2024-03-02T00:00:00,CP83565,Spain,debit,online payment
1025,T01026,C0006,812.22,2024-12-09T00:00:00,CP36262,Denmark,debit,cash
1026,T01027,C0622,1030.27,2024-08-13T00:00:00,CP43321,Sweden,debit,wire
1027,T01028,C0859,1150.64,2024-07-20T00:00:00,CP67253,Spain,credit,wire
1028,T01029,C0843,322.48,2024-06-29T00:00:00,CP86696,Germany,credit,internal transfer
1029,T01030,C0066,1487.26,2024-03-11T00:00:00,CP72259,Italy,credit,cash
1030,T01031,C0020,65.22,2024-05-16T00:00:00,CP62819,France,debit,cash
1031,T01032,C0425,1108.73,2024-06-08T00:00:00,CP53297,Denmark,debit,internal transfer
1032,T01033,C0642,1779.85,2024-02-04T00:00:00,CP25267,Denmark,debit,wire
1033,T01034,C0052,1184.55,2024-09-05T00:00:00,CP97364,Finland,debit,internal transfer
1034,T01035,C0479,265.52,2024-05-09T00:00:00,CP14895,Italy,debit,internal transfer
1035,T01036,C0021,2764.79,2024-05-14T00:00:00,CP86751,Netherlands,credit,internal transfer
1036,T01037,C0242,1569.99,2024-10-09T00:00:00,CP18905,Spain,credit,cash
1037,T01038,C0841,2509.85,2024-12-24T00:00:00,CP92716,Netherlands,credit,cash
1038,T01039,C0714,628.21,2024-01-02T00:00:00,CP51293,France,credit,cash
1039,T01040,C0256,2203.49,2024-12-28T00:00:00,CP18621,Sweden,credit,cash
